track_id,track_name,track_artist,track_popularity,track_album_name,track_album_release_date,playlist_name,duration_ms
3DsjHcLYMExprXJECT4QQP,Pon de Replay,Ed Marquis,64,Pon de Replay,2017-04-28,Dance Room,43
7FjZU7XFs7P9jHI9Z0yRhK,So Close,NOTD,79,So Close (feat. Georgia Ku),2018-11-02,Dance Room,02
5ijpy4l0nKZPIKHui6SQfE,Look Into My Eyes,Brando,48,Look Into My Eyes,2020-01-10,Dance Room,54
6j8eH9frh703HaGBaSRS6u,Not in Control,Glaceo,53,Not in Control,2019-12-20,Dance Room,16
79Vz5MNH7Qe4F7hPKT8tPz,BLUE,Tiësto,75,BLUE,2019-12-13,Dance Room,59
65mOk4n0tfrMysFXu12ufx,Don't Waste My Time,Kharfi,46,Don't Waste My Time,2019-11-08,Dance Room,86
4w5Grfxx5Rpup6mo5v6bW0,Beat Of My Heart,Lost Frequencies,67,Alive And Feeling Fine,2019-10-04,Dance Room,83
3uiQZlSlSDRduWLFBTSEot,Don't Start Now - Kungs Remix,Dua Lipa,65,Don't Start Now (Kungs Remix),2019-12-18,Dance Room,56
29ikXeGM6kScvhvqfvgiwO,Drunken Truth,Steve Void,56,The Seed EP,2019-12-20,Dance Room,91
2Eld7kejX6FH9OptVyKQak,Jacques,Jax Jones,42,Jacques,2019-08-28,Dance Room,27
3BOcWxFUURAomDXRSDFve4,Something Real,Armin van Buuren,58,Balance,2019-10-25,Dance Room,31
4YhN72dRYL2Z3MsaKyT7rS,Stay (Don't Go Away) [feat. Raye],David Guetta,74,Stay (Don't Go Away) [feat. Raye],2019-05-09,Dance Room,43
7DQ5CZjAQdhgDgdnSXxJ7Z,Solid Gold,PNAU,65,Solid Gold,2019-05-02,Dance Room,67
2aXA9aQfrqaOi1Wy3NfSZI,One Life,Mike Perry,64,One Life,2019-09-27,Dance Room,91
62XCV3AmCMkPa9X5mCim8O,All ‘Bout The Money,FAULHABER,51,All ‘Bout The Money,2019-10-18,Dance Room,64
5llPdGZJjJFJv9aL6ZaiLY,Never Letting Go,Audien,63,Never Letting Go,2018-11-09,Dance Room,20
7pWK1kMgHy5lNNiIfuRbkP,Used To Love (with Dean Lewis),Martin Garrix,83,Used To Love (with Dean Lewis),2019-10-31,Dance Room,65
2W9pBY75aWOV39S73mqqbn,Giulia,Prince Paris,55,Giulia,2019-11-29,Dance Room,31
1JxQmgCEipmHCUiJS568pE,What Do I Do? - Benny Benassi Remix,Georgia Ku,39,What Do I Do? (Benny Benassi Remix),2019-10-18,Dance Room,49
6pu5jQqenr37n0z6eBKOh0,Dreams Of You (feat. Rae Morris),Icarus,48,Dreams Of You (feat. Rae Morris),2019-10-04,Dance Room,85
3RBk0P36O7wCMxF263jRJL,I Will Let You Down (feat. KLARA),Madison Mars,59,I Will Let You Down (feat. KLARA),2019-12-06,Dance Room,00
4uRx3SdWG2cNVfRNVPwHDS,Carillon (with Achille Lauro),Nahaze,64,Carillon (with Achille Lauro),2019-12-11,Dance Room,85
3ZRgqoTb7pVO11IxcKGtMo,La Vie - Gabry Ponte Mix,DJ Ross,42,La Vie (Gabry Ponte Mix),2019-11-15,Dance Room,38
0DhkTGjEaIHaSxTfC14BFm,Lullaby,R3HAB,70,Lullaby,2018-01-26,Dance Room,84
4nx4h17pRj1ikT0hZecR8z,Say It,Phantoms,57,Disconnect,2019-07-19,Dance Room,93
1tq4UL9BB7BHuT6eorlX3X,All This Time,Deorro,21,All This Time,2019-07-12,Dance Room,60
4TIkSdsNSfqpuq6ZYvCjAz,All You Need To Know (feat. Calle Lehmann),Gryffin,68,Gravity,2019-10-24,Dance Room,38
4P7F3kb2Ze1YleD6lUYwJo,Acordeão,Tiësto,63,Acordeão,2019-08-08,Dance Room,04
3qeJ84Y6PRS9LtliOuT94Z,My Friend,Yves V,54,My Friend,2019-05-31,Dance Room,00
7sYAS4CpbV90oSemgaEQat,On & On,Alok,79,On & On,2019-11-22,Dance Room,27
1CRy08G60mS5jvhB27xMpS,Juliet & Romeo,Martin Solveig,72,Juliet & Romeo,2019-12-06,Dance Room,14
02itaCXOdC54J0ISjqqFAp,All Around The World (La La La),R3HAB,80,All Around The World (La La La),2019-04-05,Dance Room,40
52EB2Gk1nkxZmbomJOXUde,Are You Lonely (feat. ISÁK),Steve Aoki,47,Are You Lonely (feat. ISÁK),2019-02-22,Dance Room,33
4Jwp3yjIQfudmjuctLQlfJ,No More (feat. Brenda Mullen) - Bottai Edit,Alex Gaudino,19,No More (feat. Brenda Mullen) [Bottai Edit],2019-03-01,Dance Room,40
7N06jo3EnV792VFaG8vuW6,Close Your Eyes,Felix Jaehn,79,Close Your Eyes,2019-11-22,Dance Room,94
517cAnPxsaxfrkKHHY41wB,Buzzing (with Nevve),Audien,59,Escapism,2019-11-08,Dance Room,00
3GT2CBmJWIEdCpHiB31WYK,Never Be Alone (feat. Aloe Blacc),David Guetta,68,Never Be Alone (feat. Aloe Blacc),2019-07-26,Dance Room,71
7fPuWrlpwDcHm5aHCH5D9t,Roses - Imanbek Remix,SAINt JHN,72,Roses (Imanbek Remix),2019-09-13,Dance Room,19
1rRWFc2p77FYyb67m5YeVO,Insane,Ofenbach,66,Insane,2019-11-15,Dance Room,30
1LDDUVvutZ3qxvnOrulCBM,Daydreams - Sultan + Shepard Echoes Of Life Remix,ARTY,59,Daydreams (Sultan + Shepard Echoes Of Life Remix),2020-01-03,Dance Room,05
2wOVXsIRIoniqipE9I5ZVx,Only Want You - Sam Feldt Remix,Rita Ora,64,Only Want You (Sam Feldt Remix),2019-04-05,Cardio,51
0byab45cmZntz74RxcASrf,Close To Me (with Diplo) (feat. Swae Lee) - Felix Cartal Remix,Ellie Goulding,9,Close To Me (Remixes),2019-02-01,Cardio,33
4ciBIS83LHQpKf4noVKP51,Woke Up Late (feat. Hailee Steinfeld) - Sam Feldt Remix,Drax Project,41,Woke Up Late (Sam Feldt Remix),2019-05-02,Cardio,75
19TOAlTFq0NDHvUPQR0tkr,South of the Border (feat. Camila Cabello & Cardi B) - Cheat Codes Remix,Ed Sheeran,69,South of the Border (feat. Camila Cabello & Cardi B) [Cheat Codes Remix],2019-09-27,Cardio,24
6VP3410weACXiPCVLKSkOb,Not Ok - Frank Walker Remix,Kygo,66,Not Ok (Frank Walker Remix),2019-07-05,Cardio,34
5ql2mP9FUhB3SgMzv2akuO,Heaven (feat. Veronica),Dzeko,68,Heaven (feat. Veronica),2019-01-04,Cardio,00
3jwQwGVERUXo7eaAgL1xAo,Sixteen - Don Diablo Remix,Ellie Goulding,66,Sixteen (Don Diablo Remix),2019-05-10,Cardio,48
46W9iEjOg5nkMvb6lo4Jwz,Don’t Give Up On Me Now (with Julie Bergan),R3HAB,63,Don’t Give Up On Me Now (with Julie Bergan),2019-05-10,Cardio,26
0GRoERSBBky3YgdKW2w2Vc,Brave,Don Diablo,68,Brave,2019-04-26,Cardio,27
3sHuIjfAzluc6S9cXoqfqC,Let It Be Me,Steve Aoki,23,Let It Be Me,2019-09-06,Cardio,61
4fK2NU9UyQJV74ZGiSVYsr,Carry On - Nicky Romero Remix,Kygo,67,Carry On (Nicky Romero Remix),2019-05-30,Cardio,12
0jlpHhGUFn4aAWLsRRnwep,Magnets (feat. Sophie Simmons),Sam Feldt,62,Magnets (feat. Sophie Simmons),2019-05-10,Cardio,16
2pMntGuRgHAHVtrpC6kgGy,Don't Give Up On Me,Andy Grammer,9,Don't Give Up On Me (with R3HAB),2019-04-12,Cardio,45
7EHCt2jdVwHp557sfMPosf,Found Love (feat. Lovespeake),MOTi,59,Found Love (feat. Lovespeake),2019-02-15,Cardio,24
5YN0zHycJ0Yxz31A5QsVov,These Are The Times (feat. JRM),Martin Garrix,71,These Are The Times (feat. JRM),2019-07-18,Cardio,56
14nIFzHQf1OBWf6VHVR8DF,Wherever You Go,Jonas Blue,21,Blue,2018-11-09,Cardio,47
14sOS5L36385FJ3OL8hew4,Happy Now,Kygo,81,Happy Now,2018-10-26,Cardio,62
23FHa9lYnG6Dr8OzombPkS,Roots,Valerie Broussard,69,Roots,2019-08-16,Cardio,64
06BrHnTVDOydsfg0LZ6mQb,Talk - Alle Farben Remix,Khalid,56,Talk (Alle Farben Remix),2019-04-04,Cardio,90
1YSwQvw1NrEPfA0j1iY8eV,All The Lies - Toby Romeo Remix / Radio Edit,Alok,56,All The Lies (Remixes),2019-07-19,Cardio,00
1FlIzyCvRFQUE4pc7PiaIo,High Hopes - Don Diablo Remix,Panic! At The Disco,60,High Hopes (Don Diablo Remix),2019-01-11,Cardio,14
3eW2EDwNRAiQKkgom96dUa,Summer Air (feat. Trevor Guthrie),Hardwell,40,Summer Air (feat. Trevor Guthrie),2019-05-31,Cardio,05
1k08GK7ox8SDmEMvn81TwU,Can We Pretend (feat. Cash Cash) - Sigala Remix,P!nk,57,Can We Pretend (feat. Cash Cash) [Sigala Remix],2019-06-28,Cardio,60
4raMIjIjMc8JohHth7l9lG,Bruises - Steve Void Remix,Lewis Capaldi,70,Bruises EP,2019-09-27,Cardio,80
52Y5nYBQgqawttJxxtUv1e,Insomnia - King Arthur Remix,Daya,63,Insomnia (King Arthur Remix),2019-05-17,Cardio,98
4R7ZSlYoJOIaxHJFHszQCR,Don't Worry Bout Me - Rudimental Remix,Zara Larsson,65,Don't Worry Bout Me (Rudimental Remix),2019-04-24,Cardio,37
3N9YuL395rE4qNyHMsvOWC,I Miss Myself - R3HAB Remix,NOTD,56,I Miss Myself (R3HAB Remix),2019-06-07,Cardio,41
6dX62wjTHi9F1srVTjV89X,8 Letters - R3HAB Remix,Why Don't We,2,8 Letters (R3HAB Remix),2018-09-28,Cardio,33
0JumfyG7GUshFjxouEXwhw,You Deserve Better - Andrelli Remix,James Arthur,53,You Deserve Better (Andrelli Remix),2018-06-29,Cardio,93
3Iee2uf8UXOrOupQzfs1z5,Remember (with ZOHARA),Gryffin,11,Remember (with ZOHARA),2018-10-26,Cardio,73
6jreFSOTUAViWjKyzOC4Kg,REMEDY,Alesso,77,REMEDY,2018-08-31,Cardio,95
5Qnk8vP5g9l5SDQKU3qyYQ,Leave,Borgeous,56,Leave,2019-01-25,Cardio,40
3Mong1BzxMKwTZ0SbfLdcQ,Mama (feat. Ellie Goulding) - Tiësto’s Big Room Remix,Clean Bandit,65,Mama (feat. Ellie Goulding) [Tiësto’s Big Room Remix],2019-03-08,Cardio,68
4huh5oqBz9RkgpzAkyuEAs,I'm Not Sorry,Hardwell,34,I'm Not Sorry,2019-03-08,Cardio,94
4Nu8sEejt46770gDUvFcrF,Tequila - Robin Schulz Remix,Dan + Shay,54,Tequila (Robin Schulz Remix),2019-03-21,Cardio,03
1IjuevPDJ8Sa97wFwQ5j4V,Happier - Frank Walker Remix,Marshmello,51,Happier (Remixes),2018-10-19,Cardio,71
4d3cCNTG3PUgWhPButc4N7,Sing It With Me - Embody Remix,JP Cooper,50,Sing It With Me (Embody Remix),2019-06-21,Cardio,71
7r4nPsLToVIPdsiEeZKF6Y,Thursday - Nicky Romero Remix,Jess Glynne,52,Thursday (Nicky Romero Remix),2018-12-07,Cardio,04
4Tvw0lweq9l2JPQKFbpbBQ,Better When You're Gone,David Guetta,76,Better When You're Gone,2019-02-08,Cardio,02
1yAPglN5AGf7UoLK062ZYq,Wish You Well,Sigala,75,Wish You Well,2019-05-24,Cardio,53
4IAd7Vdwcc1E86P15tXjca,Only When It Rains,Frank Walker,52,Only When It Rains,2019-03-29,Cardio,00
5qiQbOa6AFEO3P111y9Jry,Mad Love - Blinkie Remix,Mabel,62,Mad Love (Remixes),2019-07-05,Cardio,93
7nbVbGjifh0m2fhPYqcI1R,Sweet but Psycho - Morgan Page Dance Remix,Ava Max,65,Sweet but Psycho (Remixes),2018-08-16,Cardio,75
5NeFmsnXBy6xVbz8pesM5l,Better Day (feat. Aloe Blacc),Young Bombs,62,Better Day (feat. Aloe Blacc),2019-11-01,Cardio,86
6fvbl9D9VjMtLRQsuWPyYt,Rescue Me (with BUNT.) - BUNT. Remix,OneRepublic,10,Rescue Me (with BUNT.) [BUNT. Remix],2019-08-02,Cardio,45
1MgpEKnO6sgMTb5zumAsgn,Discovery,Syn Cole,55,Discovery,2019-05-31,Cardio,50
06Z7Hy2LUzbcSFmWzwkun1,With You - Frank Walker Remix,Tyler Shaw,49,With You (Frank Walker Remix),2019-02-01,Cardio,75
0EdgK7ASb4kfRkW8pVMN02,2 Hearts (feat. Gia Koka),Sam Feldt,70,2 Hearts (feat. Gia Koka),2020-01-10,Cardio,50
2gqzTQEn4g5ly0n5ScdMx0,Love You Forever,Nicky Romero,61,Love You Forever,2019-06-21,Cardio,09
36orMWv2PgvnzXsd5CJ0yL,Post Malone (feat. RANI),Sam Feldt,75,Post Malone (feat. RANI) [Joe Stone Remix],2019-08-16,Dance Pop Hits,44
6DuE8kXIDJ3oiCibWXmgeN,Thorns,Faustix,60,Thorns,2019-03-29,Dance Pop Hits,00
5up5uXChMJLKyuop9HwtCb,Shotgun (The Wild Remix),George Ezra,63,Shotgun (The Wild Remix),2018-06-15,Dance Pop Hits,50
4AMY0oGSt7vZwgxDnHCJBr,True Colors (feat. Maya Avedis),XO Cupid,73,True Colors (feat. Maya Avedis),2018-09-21,Dance Pop Hits,20
0VQUyufAldw4Eitv71TPmg,Crying In The Sun,Faustix,60,Crying In The Sun (Remixes),2018-11-23,Dance Pop Hits,47
0EQeui6OBMzqJ3Z3wCOzZh,Need You,Faustix,62,Need You,2019-07-26,Dance Pop Hits,61
1o9D0rUusi2V5idyOEOPII,Sweet Dreams (Are Made of This),Winati,67,Sweet Dreams (are Made of This),2019-06-21,Dance Pop Hits,73
2neq77lIMkitQwBwy1EDng,Million Lights,Tungevaag & Raaban,61,Million Lights,2019-03-22,Dance Pop Hits,67
5ow0sNF1zSqp71Ix5jEXWU,Dancing in the Moonlight,Jubël,71,Dancing in the Moonlight,2018-06-22,Dance Pop Hits,10
0vrmHPfoBadXVr2n0m1aqZ,Heaven,Avicii,80,TIM,2019-06-06,Dance Pop Hits,62
0o9bHFc8Lt5tZFvTjNZTNf,Forever Young,John De Sohn,68,Forever Young,2018-07-27,Dance Pop Hits,12
3oN9prOZJ8jR6rFP4YMJF9,eoh,Olympis,60,eoh,2019-08-16,Dance Pop Hits,20
0Qew3aYvQPGPjfL7gbe6x1,Nobody,Martin Jensen,66,Nobody,2019-03-01,Dance Pop Hits,40
5naYe7rLMZcLfO1DKg48MK,All Day And Night,Jax Jones,75,Snacks,2019-07-12,Dance Pop Hits,67
3LaQ1GajOXoUeiTA9UAcCK,There's No Way (feat. Julia Michaels) - Alle Farben Remix,Lauv,58,There's No Way (remixes),2018-11-01,Dance Pop Hits,01
3DGar7krWlmrXRFHBcQF6z,Whenever (feat. Conor Maynard),Kris Kross Amsterdam,74,Whenever (feat. Conor Maynard),2018-06-22,Dance Pop Hits,36
5VGBgPVFO3e0lWz4WHYntQ,All For Love,Tungevaag & Raaban,68,All For Love,2018-03-23,Dance Pop Hits,85
6sYJuVcEu4gFHmeTLdHzRz,Bittersweet Symphony (feat. Emily Roberts),GAMPER & DADONI,72,Bittersweet Symphony (feat. Emily Roberts),2019-03-29,Dance Pop Hits,18
3eS1VMcEmq2IUgpaeDysCb,One Touch,Jess Glynne,70,Always in Between (Deluxe),2018-10-12,Dance Pop Hits,76
4fCAOaMs0PYL58OijKp2IS,"fuck, i’m lonely (with Anne-Marie) - Ofenbach Remix",Lauv,58,"fuck, i’m lonely (with Anne-Marie) (Ofenbach Remix)",2019-08-30,Dance Pop Hits,12
2mSIu1ZPo22Ihx3EwS4E6h,Be Your Friend‬‬,Vigiland,67,Be Your Friend,2018-03-02,Dance Pop Hits,20
31OqWK8Lc6GnUbnLG3GqPX,Happier - Breathe Carolina Remix,Marshmello,62,Happier (Remixes),2018-10-19,Dance Pop Hits,95
7rpyHKSH3dkrsKEgv1eNgv,Woke Up Late (feat. Hailee Steinfeld) - Sam Feldt Remix,Drax Project,56,Woke Up Late (feat. Hailee Steinfeld) [Sam Feldt Remix],2019-05-02,Dance Pop Hits,75
5CpkVOosLFc83LbwqO6hnI,Just Got Paid,Sigala,65,Brighter Days,2018-09-28,Dance Pop Hits,80
3cJEgWbsBmGkvXz906tgut,No One - Jonas Blue Remix,Jess Glynne,51,No One (Jonas Blue Remix),2019-03-15,Dance Pop Hits,41
3ZqKbMO9UasuKgQeGT7QZS,Speechless (feat. Erika Sirola) - MOTi Remix,Robin Schulz,54,Speechless (feat. Erika Sirola) [MOTi Remix],2019-03-22,Dance Pop Hits,75
5mYNWSc1AE7pWS3Ax4e8Dl,Close To Me (with Diplo) (feat. Swae Lee) - Felix Cartal Remix,Ellie Goulding,61,Close To Me (Remixes),2019-02-01,Dance Pop Hits,33
6SRWhUJcD2YKahCwHavz3X,Darkside,Alan Walker,76,Different World,2018-12-14,Dance Pop Hits,80
7Feaw9WAEREY0DUOSXJLOM,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,83,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),2019-04-25,Dance Pop Hits,05
7K7MUBCnzgBAvMVW2RTWNs,Body (feat. brando),Loud Luxury,63,Body (feat. brando),2017-10-27,Dance Pop Hits,16
47dABAPyBgKB3iQCrC4Vrv,Who's Got Your Love,Cheat Codes,70,Who's Got Your Love,2019-03-15,Dance Pop Hits,00
6vRCKJDtnrJEcyyzIMa0w0,Never Go Back - Robin Schulz Remix,Dennis Lloyd,70,Never Go Back (Remixes),2019-06-07,Dance Pop Hits,53
4BM4ml3TgBFALLaCaJtVhi,Pumped Up,Klingande,56,Pumped Up,2017-09-08,Dance Pop Hits,73
4D3o6Hh3GydRpTTlyLP3D9,California,Hot Shade,65,California,2018-05-04,Dance Pop Hits,57
3R6dPfF2yBO8mHySW1XDAa,Solo Dance,Martin Jensen,61,Solo Dance,2016-11-04,Dance Pop Hits,33
164C9bSF4ryqWXI4XgxTE0,Replay,Davai,60,Replay,2017-08-25,Dance Pop Hits,20
4fC6tDEFmSBBCRBUOPeQ8b,Think About You - Galantis Remix,Kygo,63,Think About You (Galantis Remix),2019-04-12,Dance Pop Hits,40
7lPo7aUbqNz5qmcan9Oj3F,Love No More,Loud Luxury,54,Love No More,2018-08-31,Dance Pop Hits,36
1HvCFAUIWQsWV9zud3UhDl,All Falls Down (feat. Juliander),Alan Walker,70,Different World,2018-12-14,Dance Pop Hits,80
76WNl0hDHHxTUhfLrEIBSm,Lonely Together (feat. Rita Ora),Avicii,6,Phoenix (Deluxe Edition),2018-11-23,Dance Pop Hits,60
6xTU6B6nFwKKTSZ9ySXS80,Remind Me to Forget,Kygo,70,Kids in Love,2017-11-03,Dance Pop Hits,93
0jvqmWRCyv7xnxqrtinbHJ,Next To Me,Axel Johansson,54,Next To Me,2018-04-20,Dance Pop Hits,00
5itOtNx0WxtJmi1TQ3RuRd,Giant (with Rag'n'Bone Man),Calvin Harris,83,Giant (with Rag'n'Bone Man),2019-01-11,Dance Pop Hits,84
1uuUnsWpJwqBh5GRQ8uxla,Happier - Tiësto’s AFTR:HRS Remix,Ed Sheeran,53,Happier (Tiësto’s AFTR:HRS Remix),2018-06-01,Dance Pop Hits,00
4DfxFGwreu9BquiLRClwh8,Hum With Me,John De Sohn,55,Hum With Me,2017-06-09,Dance Pop Hits,71
6Pgkp4qUoTmJIPn7ReaGxL,Without You (feat. Sandro Cavazza),Avicii,81,AVĪCI (01),2017-08-10,Dance Pop Hits,73
3R8lr1Y1kPgXEbnXkcMMlT,Call On Me - Ryan Riback Remix,Starley,58,Call On Me,2016-10-07,Dance Pop Hits,00
4ESPuOrSsRcBISzcMlzmY5,Sad (feat. Afrojack),Chico Rose,75,Sad (feat. Afrojack),2019-08-30,Dance Pop Hits,80
0Zbbxnx4SGGHoIow4PpISP,Stargazing,Kygo,73,Stargazing - EP,2017-09-21,Dance Pop Hits,53
72gv4zhNvRVdQA0eOenCal,Symphony (feat. Zara Larsson),Clean Bandit,73,What Is Love? (Deluxe Edition),2018-11-30,Dance Pop Hits,33
2kLf4myxQME1Nd0voeKZri,Stay Young,Mike Perry,57,Stay Young,2017-09-01,Dance Pop Hits,05
4q8PHoRsPUB52LFylX8Ulz,More Than You Know,Axwell /\ Ingrosso,25,More Than You Know,2017-05-24,Dance Pop Hits,00
2devxXJUTEIFmgt8cXaqmO,Why Boy,Steff da Campo,55,Why Boy,2019-06-07,Dance Pop Hits,05
0ct6r3EGTcMLPtrXHDvVjc,The Nights,Avicii,80,The Days / Nights,2014-01-01,Dance Pop Hits,58
7dOeiXeTSfA1ixaYmQcWu7,Rich Love (with Seeb),OneRepublic,69,Rich Love,2017-07-14,Dance Pop Hits,57
7jEyX4bqaCSdMN4D4JNnVj,Mama,Jonas Blue,74,Blue,2018-11-09,Dance Pop Hits,34
6ULQ6ZRc7JuVutRMy6gfgc,Feel Good,Felix Jaehn,65,I,2018-02-16,Dance Pop Hits,47
0FlnsBDwPglenLJoQjPd4K,IDGAF - Hazers Remix,Dua Lipa,50,IDGAF (Remixes),2018-02-23,Dance Pop Hits,17
4Vbz3osCh6DwHYv5gVv5H2,Breathe (feat. Ina Wroldsen),Jax Jones,66,Snacks,2019-07-12,Dance Pop Hits,07
4OgwXdylh75fHfwUzJTUqg,Rockstar,Ilkay Sencan,71,Rockstar,2019-06-21,Dance Pop Hits,80
4kWO6O1BUXcZmaxitpVUwp,Jackie Chan,Tiësto,79,Jackie Chan,2018-05-18,Dance Pop Hits,60
0A5gdlrpAuQqZ2iFgnqBFW,Moonlight,Gaullin,76,Moonlight,2018-09-07,Dance Pop Hits,67
0BiGd2FNDQ0eh79ZHfp6tS,All I Wanna Do,Martin Jensen,55,All I Wanna Do,2016-04-08,Dance Pop Hits,60
25sgk305KZfyuqVBQIahim,Sweet but Psycho,Ava Max,87,Sweet but Psycho,2018-08-17,Pop Warmup 130 BPM,36
3xE7LrW7P54CYNQYqLhl6J,Melody - ANGEMI Remix,Lost Frequencies,35,"Melody (Remixes, Pt. 1)",2018-06-15,Pop Warmup 130 BPM,41
4ut5G4rgB1ClpMTMfjoIuy,High On Life (feat. Bonn),Martin Garrix,77,High On Life (feat. Bonn),2018-07-29,Pop Warmup 130 BPM,62
0uUNN1nSoUx1A4fkDCWDQ7,So Am I,Ava Max,83,So Am I,2019-03-07,Pop Warmup 130 BPM,27
1byydVLDAt7An5Pk3SuL5j,I Know You - Vigiland Remix,Craig David,51,I Know You (Remixes),2018-02-09,Pop Warmup 130 BPM,45
1RxlBxlaJpSEVnLk4Gtvym,Through To You,Lyente,2,Through To You,2018-04-17,Pop Warmup 130 BPM,38
7IWTIkiWGWNQyYfOLdMrGD,Burn Out (feat. Dewain Whitmore),Martin Garrix,68,Burn Out (feat. Dewain Whitmore),2018-09-14,Pop Warmup 130 BPM,22
67FPUOM5Q2sSvS3iqLxSFs,Penny,Dimitri Vangelis & Wyman,50,Penny,2019-03-29,Pop Warmup 130 BPM,45
0Qmqhtqco9ifi7ScZh1095,Wait For Me,Steve Brian,42,Wait For Me,2018-10-12,Pop Warmup 130 BPM,43
2Fxmhks0bxGSBdJ92vM42m,bad guy,Billie Eilish,95,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019-03-29,Pop Warmup 130 BPM,88
0FC7eAz8CW9HAWnBr8Yo42,Daylight (Airbeat One Anthem 2018),Fluex,50,Daylight (Airbeat One Anthem 2018),2018-06-22,Pop Warmup 130 BPM,00
7LYMT7ZaJC6KaKaXod9qNq,Imagine,Rob Tirea,21,Imagine,2018-04-13,Pop Warmup 130 BPM,98
6fIgsZFtGXiIvxb2Y6oCc7,Apple Juice (feat. Carla Monroe) - MOTi Remix,SLATIN,63,Apple Juice (feat. Carla Monroe) [MOTi Remix],2018-11-30,Pop Warmup 130 BPM,50
47knrBbYhqtrggWYSkU6h1,Glitch,Martin Garrix,56,Glitch,2018-12-14,Pop Warmup 130 BPM,61
46x4SztssOJ1KzRjPqVUPk,Brand New (Helium),Lvly,2,Brand New (Helium),2018-04-13,Pop Warmup 130 BPM,97
0AKxkfd5NLlWMXCVgH6a6X,Shades Of Voices (Original Mix),PULLER,2,Shades Of Voices (Original Mix),2017-01-23,Pop Warmup 130 BPM,93
43ZeyBuql1TboyWE3ElHXj,In Time,CAZZETTE,49,Stereo Mono,2018-10-12,Pop Warmup 130 BPM,54
3EKKIR8be1kfAAwaz1fzyS,Halfway There (feat. Lena Leon),Tiësto,60,Halfway There (feat. Lena Leon),2019-03-15,Pop Warmup 130 BPM,00
4u6chQOq3h6g03cnPzAxcz,Spirit Of Freedom,Dropgun,45,Spirit Of Freedom,2019-01-25,Pop Warmup 130 BPM,50
5UaEBgRvUPFf5CEDhaTdp7,Mama Look at Me Now,Galantis,56,Satisfied (feat. MAX) / Mama Look at Me Now,2018-07-13,Pop Warmup 130 BPM,32
6wigvUlHft5QfkbxmAG5uC,Toxic Rain - No Class Remix,Alicia Madison,41,Toxic Rain (No Class Remix),2018-05-11,Pop Warmup 130 BPM,92
3b0cJPguhWOh2hjY6Lu192,The Beat,Mike Williams,70,The Beat,2018-07-23,Pop Warmup 130 BPM,87
3QC33AxvY2sdxq22ym3aSL,Wild Wild Son,Armin van Buuren,57,Wild Wild Son,2018-10-12,Pop Warmup 130 BPM,07
6nsLzJfvp5OLd4mgqUJkpq,Waiting For Love,Avicii,16,Stories,2015-10-02,Pop Warmup 130 BPM,13
1fN2cemf6ByT2WKqtumwR5,Shelter (Mix Cut) - Yoel Lewis Remix,Dash Berlin,48,Trance Top 1000 (Mini Mix 006) - Armada Music,2018-04-20,Pop Warmup 130 BPM,19
6RnkFd8Fqqgk1Uni8RgqCQ,Like I Do,David Guetta,72,Like I Do,2018-02-22,Pop Warmup 130 BPM,00
5fEpuvcNvERP7EHtLe28Zy,Skyline,Catiso,2,Mercury,2018-02-23,Pop Warmup 130 BPM,60
45NYp6HaMbhHNtn8sTnztn,Callin' - Extended Mix,Lush & Simon,2,Callin',2018-06-01,Pop Warmup 130 BPM,00
7HdHOGbA7uyepn1jbPKqOx,Roads,Vargas & Lagola,66,Roads,2018-02-09,Pop Warmup 130 BPM,80
49ziHtycEUnbFQtE8e8slt,Jackie Chan,Tiësto,60,Jackie Chan,2018-05-18,Pop Warmup 130 BPM,76
3kGfazcbVvVkuZunzlLgTD,Came Here for Love,Sigala,68,Came Here for Love,2017-06-09,Pop Warmup 130 BPM,99
2ZEqEHPOhJdkI9pCCW9pBD,Kids in Love - Don Diablo Remix,Kygo,50,Kids in Love (Don Diablo Remix),2018-05-11,Pop Warmup 130 BPM,14
35ARq65zezGBwA7EHBXm2w,Let You Down - Chris Royal Remix,Bombs Away,39,Let You Down (Remixes),2018-04-16,Pop Warmup 130 BPM,00
1N4n7soiQQ8TRsntrkItyA,Mercury,Catiso,1,Mercury,2018-02-23,Pop Warmup 130 BPM,25
0XOFJ634crTl8z9N5Gxh2S,Different Place,STVCKS,4,Different Place,2018-03-02,Pop Warmup 130 BPM,12
2OlWBmSjf1aUPGLNf0UI5A,One Last Time,Ariana Grande,16,My Everything (Deluxe),2014-08-22,Pop Warmup 130 BPM,67
6UiDiFJUGEDzkGpZBL8IYq,I Feel The Love,Tritonal,58,Painting With Dreams,2016-09-09,Pop Warmup 130 BPM,20
5WvAo7DNuPRmk4APhdPzi8,No Brainer,DJ Khaled,77,No Brainer,2018-07-27,Pop Warmup 130 BPM,00
4b2tcjrG1qUkSdsqEFP2dB,Sun Is Shining,Axwell /\ Ingrosso,71,More Than You Know,2017-07-28,Pop Warmup 130 BPM,53
0KsB4TwgATg88aXCMBoO3Y,Breathe,Jax Jones,65,Breathe,2017-12-01,Pop Warmup 130 BPM,30
